currentid   ICAO_type
N417FT      SR20            
N417G       TRF1            
N417GG      P28A            
N417GM      FB1A            
N417GP      GLAS            
N417GT      PA27            
N417GW      FOX             
N417HP      P28A            
N417J       EUPA            
N417JG      J3              
N417JM      C182            
N417JR      SR22            
N417JS      PA46            
N417JT      SR22            
N417K       BE36            
N417KF      FOX             
N417KH      SR22            
N417L       RV6             
N417LC      SR22            
N417LF      C182            
N417MA      PA46            
N417MC      RV8             
N417MK      P28S            
N417MM      SR22            
N417MT      BALL            
N417MW      COL4            
N417MX      PA46            
N417NX      NPOR            
N417P       P32R            
N417PA      P28A            
N417PC      ZZZZ            
N417PD      C206            
N417PR      RV9             
N417PS      CRUZ            
N417PW      SR22            
N417RG      C182            
N417RK      P46T            
N417RT      RV8             
N417RV      RV4             
N417S       ULAC            
N417SA      SB7             
N417SF      RV6             
N417SL      FOX             
N417SP      CH7A            
N417ST      PA46            
N417SX      CH60            
N417T       RV7             
N417TA      SR22            
N417TC      BALL            
N417TS      DA42            
N417TW      BE17            
N417W       ZZZZ            
N417WB      RS12            
N417WC      BT36            
N417WD      SR22            
N417WM      HUSK            
N417X       M5              
N417Y       LNC2            
N417YB      BEAR            
N417Z       P28A            
N4517D      BE35            
N418        M200            
N418AK      RV7             
N418AL      RV6             
N418AM      AP32            
N418AT      TWEN            
N418AZ      GLST            
N418B       BE35            
N418BC      SR22            
N418BD      ZZZZ            
N418BE      BALL            
N418BM      C421            
N418BS      PA12            
N418BV      RV14            
N418BW      RV8             
N418C       EFOX            
N418CB      HUSK            
N418CC      C177            
N418CD      SR20            
N418CH      VENT            
N418CM      CH60            
N418DB      PTS1            
N418DC      VELO            
N418DD      C172            
N418DE      SR20            
N418DK      C210            
N418DM      C182            
N418DP      PA34            
N418DZ      SR20            
N418EA      PIAT            
N418ES      C172            
N418EV      P06T            
N418FL      P28A            
N418FP      DA40            
N418G       C310            
N418GV      S22T            
N418JC      SR22            
N418JF      CH60            
N418JG      CH70            
N418JT      RALL            
N418K       ZZZZ            
N418KM      M7              
N418L       C82T            
N418LJ      PA11            
N418LS      J3              
N418M       ZZZZ            
N418MB      C182            
N418MJ      RV12            
N418ML      SR22            
N418MW      S22T            
N418N       ZZZZ            
N418NS      J3              
N418PA      P28A            
N418PC      C185            
N418PR      C82R            
N418R       BALL            
N418RA      G3              
N418RF      RV8             
N418RL      RV3             
N418RM      SR22            
N418RT      RV7             
N418RW      BE58            
N418RX      BALL            
N418S       RV6             
N418SA      C182            
N418SC      CRUZ            
N418SJ      S22T            
N418SL      RV7             
N418ST      RBEL            
N418TA      M20P            
N418TJ      P28A            
N418TR      C340            
N418TW      SSTL            
N418TX      RV7             
N418U       P208            
N418V       ZZZZ            
N418W       ZZZZ            
N418WK      RV6             
N418WL      C150            
N418WS      BE58            
N418X       M5              
N418Z       LNC2            
N419A       C170            
N419AC      BL8             
N419AF      PARA            
N419AK      PA18            
N419AL      PA38            
N419AM      DA40            
N419AT      GLID            
N419BA      GLID            
N419BB      LEG2            
N419BC      AEST            
N419BE      C182            
N419BL      DA40            
N419BM      FOX             
N419CA      C150            
N419CC      P28B            
N419CD      SR22            
N419CM      RV10            
N419CP      C172            
N419CS      C182            
N419D       RV6             
N419DM      BL8             
N419DS      BL8             
N419E       BE35            
N419EP      C172            
N419F       RV6             
N419FF      AT8T            
N419FR      C172            
N419FW      P68             
N419G       P28A            
N419GB      C140            
N419GC      AVTR            
N419GL      RV7             
N419HC      PA34            
N419JA      C182            
N419JH      HIGH            
N419JM      SREY            
N419JN      RV4             
N419JR      BL8             
N419JS      DA40            
N419KB      FOX             
N419KD      S22T            
N419KE      PA18            
N419KS      C182            
N419KT      RV7             
N419LD      CC11            
N419LJ      PA32            
N419LK      C172            
N419MG      RODS            
N419MM      PA46            
N419PA      P28A            
N419PH      PA32            
N419PL      EUPA            
N419R       ZZZZ            
N419RA      G3              
N419RT      P32T            
N419RV      RV9             
N419RX      ULAC            
N419SA      BL8             
N419SB      P28B            
N419SF      C172            
N419SK      SONX            
N419SR      SR20            
N419ST      SR22            
N419SW      PA32            
N419T       BE33            
N419TE      M20P            
N419TF      BE36            
N419TL      NG5             
N419TN      ULAC            
N419TR      BE33            
N419TW      AT6T            
N419US      P06T            
N419VT      S22T            
N419W       P28A            
N419WB      BALL            
N419WM      S22T            
N419WP      HUSK            
N419X       M5              
N419XA      RV12            
N419YB      CH60            
N420AA      SR20            
N420AM      DA40            
N420AR      P32R            
N420AS      BE60            
N420B       BE35            
N420BA      GLID            
N420BB      BALL            
N420BJ      ACRO            
N420BK      ZZZZ            
N420BL      SR22            
N420BP      M7T             
N420BW      BT36            
N420CD      M7              
N420CP      SR20            
N420CS      C182            
N420CW      ULAC            
N420D       GLID            
N420DC      RS21            
N420DM      ULAC            
N420DS      DA40            
N420E       BE17            
N420EF      ZZZZ            
N420ER      C172            
N420F       RV4             
N420FP      DA40            
N420FW      C182            
N420GB      LNC2            
N420GL      CH80            
N420GM      ULAC            
N420GN      RV4             
N420GW      SR22            
N420HC      SONX            
N420HL      C402            
N420HP      C182            
N420J       BE33            
N420JB      SR20            
N420JD      BE60            
N420JH      BE33            
N420JR      LNP4            
N420K       ZZZZ            
N420KB      M5              
N420KS      SREY            
N420KW      P68             
N420LB      BALL            
N420LK      RV10            
N420LP      RV4             
N420LV      KR2             
N420MM      RV8             
N420MS      C42             
N420N       TVL4            
N420P       ULAC            
N420PF      ACAM            
N420PG      SSTL            
N420PK      C206            
N420PR      ULAC            
N420R       C82T            
N420RJ      AVID            
N420RM      P28A            
N420RS      LNP4            
N420RV      RV8             
N420S       BE56            
N420SA      AT3T            
N420SB      C180            
N420SD      S22T            
N420SE      SR22            
N420SF      FOX             
N420SP      C172            
N420SR      SR20            
N420SS      SR22            
N420SU      SR20            
N420SV      FOX             
N420T       MUS2            
N420TB      LNC4            
N420TC      P28A            
N420U       C172            
N420V       RV6             
N420VG      NPOR            
N420VR      VR7             
N420WA      C182            
N420WB      C320            
N420WE      C421            
N420WM      RV8             
N420WP      M7T             
N420WT      C240            
N420WW      C150            
N420YA      HIGH            
N420Z       C180            
N420ZB      BE36            
N421        C421            
N421A       C421            
N421AA      C421            
N421AC      M20P            
N421AG      C421            
N421AH      C421            
N421AK      J3              
N421AN      C421            
N421AP      C421            
N421AR      C421            
N421AS      C421            
N421AT      C421            
N421AW      C421            
N421BB      C421            
N421BC      C421            
N421BD      C421            
N421BF      RS21            
N421BG      G109            
N421BJ      BE55            
N421BL      DA42            
N421BM      C421            
N421BN      C421            
N421BP      C421            
N421BR      C421            
N421BS      RV9             
N421BT      RV6             
N421BV      C421            
N421BX      C421            
N421C       SR22            
N421CA      AT5T            
N421CB      S22T            
N421CD      SR22            
N421CF      C421            
N421CG      C421            
N421CJ      C421            
N421CK      C421            
N421CP      C421            
N421CQ      C421            
N421CR      C421            
N421CS      C182            
N421CT      C421            
N421CU      C421            
N421CV      C172            
N421CW      C421            
N421CX      C421            
N421CY      C421            
N421CZ      C421            
N421DB      C421            
N421DC      C421            
N421DE      C421            
N421DG      C421            
N421DH      C421            
N421DK      C421            
N421DL      P28A            
N421DM      C421            
N421DN      C421            
N421DR      C421            
N421DS      C421            
N421DW      P28U            
N421E       C421            
N421EE      C421            
N421EF      GLID            
N421EM      C421            
N421EQ      C421            
N421ER      C172            
N421ES      C421            
N421EW      C421            
N421EZ      C421            
N421FA      C421            
N421FB      SM19            
N421FC      C421            
N421FM      C421            
N421FN      C421            
N421FP      C172            
N421FW      C182            
N421FZ      C421            
N421G       C421            
N421GB      GLID            
N421GC      C421            
N421GE      C421            
N421GF      C421            
N421GG      C421            
N421GH      C421            
N421GJ      C421            
N421GK      C421            
N421GL      C421            
N421GM      C421            
N421GN      CAMP            
N421GR      C421            
N421GS      C421            
N421GW      C421            
N421HA      C421            
N421HB      DV20            
N421HF      C421            
N421HG      C421            
N421HH      C421            
N421HJ      RV9             
N421HL      C421            
N421HM      C421            
N421HP      C421            
N421HR      C421            
N421HS      C421            
N421HT      C421            
N421HZ      C421            
N421J       C421            
N421JA      HUSK            
N421JC      C421            
N421JE      C421            
N421JF      C421            
N421JH      C421            
N421JJ      C421            
N421JL      C421            
N421JM      C421            
N421JN      C421            
N421JP      C421            
N421JR      C421            
N421JS      C421            
N421JT      C421            
N421JW      C421            
N421K       FLE2            
N421KA      C421            
N421KG      C421            
N421KM      C421            
N421KR      C82S            
N421KS      C421            
N421L       C421            
N421LA      C421            
N421LC      C421            
N421LE      C421            
N421LF      C421            
N421LG      C421            
N421LH      C421            
N421LJ      BL8             
N421LK      C421            
N421LL      C421            
N421LQ      C421            
N421LY      C421            
N421MB      C421            
N421MC      C421            
N421MD      C421            
N421ME      C421            
N421MF      C421            
N421MG      C421            
N421MJ      P28A            
N421ML      C421            
N421MQ      DA42            
N421MR      C421            
N421MT      BALL            
N421MU      C421            
N421MW      C421            
N421MY      C421            
N421N       S22T            
N421NG      C421            
N421NL      C421            
N421P       C421            
N421PA      C421            
N421PC      PA18            
N421PD      C421            
N421PF      C421            
N421PK      C421            
N421PL      C421            
N421PR      C421            
N421PS      C421            
N421PT      RV6             
N421PW      BE36            
N421PZ      C421            
N421Q       C421            
N421R       VTRA            
N421RA      C421            
N421RC      C421            
N421RD      C421            
N421RF      COY2            
N421RG      C421            
N421RH      C421            
N421RJ      C421            
N421RL      C421            
N421RM      C421            
N421RN      C421            
N421RP      C421            
N421RR      C421            
N421RT      RV8             
N421RW      C172            
N421S       RV14            
N421SA      C182            
N421SB      C421            
N421SE      C421            
N421SF      C421            
N421SG      PTS2            
N421SH      C421            
N421SL      GLID            
N421SR      C421            
N421SS      C421            
N421ST      C421            
N421SW      BE33            
N421T       BE33            
N421TB      TB21            
N421TC      C421            
N421TD      C421            
N421TE      C421            
N421TF      C421            
N421TG      C421            
N421TH      FOX             
N421TM      C421            
N421TP      C421            
N421TS      ULAC            
N421TT      C421            
N421TV      C421            
N421TW      C182            
N421TX      C421            
N421TY      ALGR            
N421UH      FOX             
N421UT      C421            
N421V       C421            
N421VA      C421            
N421VC      C421            
N421VF      C421            
N421VG      C421            
N421VJ      C421            
N421VL      RV7             
N421VR      C421            
N421VV      C421            
N421VW      RS12            
N421W       ZZZZ            
N421WB      C421            
N421WC      C421            
N421WD      C421            
N421WE      C421            
N421WK      C421            
N421WN      C421            
N421WP      C421            
N421WS      C421            
N421WT      C421            
N421WX      C421            
N421XL      C421            
N421XT      C421            
N421XX      C421            
N421Y       C182            
N421YB      C421            
N421YP      C421            
N421YW      C421            
N421YY      C421            
N421Z       C421            
N421ZM      C421            
N421ZX      C421            
N421ZZ      C421            
N422        GLAS            
N4224V      C170            
N422A       FB1A            
N422AB      KR2             
N422AC      ULAC            
N422AF      PARA            
N422AK      SR22            
N422AQ      ULAC            
N422AR      HUSK            
N422AT      BE36            
N422B       C172            
N422BA      GLID            
N422BB      GLAS            
N422BG      G103            
N422BK      C185            
N422BL      DA42            
N422BM      S22T            
N422BS      SR22            
N422BW      C210            
N422CB      C172            
N422CC      HUSK            
N422CD      P28A            
N422CG      A5              
N422CH      HIGH            
N422CJ      LGEZ            
N422CM      C421            
N422CV      RALL            
N422CW      PA44            
N422D       C421            
N422DB      BE36            
N422DC      BE35            
N422DG      GLST            
N422DJ      P28B            
N422DM      ST30            
N422DR      SR22            
N422DS      S22T            
N422DT      GLID            
N422DW      BE55            
N422E       GLAS            
N422EJ      P28A            
N422EK      TOBA            
N422EL      RV8             
N422EM      S22T            
N422EN      TB20            
N422ER      C172            
N422ES      CH70            
N422FP      DA40            
N422G       ULAC            
N422GB      P32R            
N422GD      BALL            
N422GH      SR22            
N422GJ      MR25            
N422GK      SR22            
N422GL      DA42            
N422GM      C421            
N422GR      BE35            
N422H       C182            
N422HA      C172            
N422HJ      NAVI            
N422HS      DA62            
N422J       C182            
N422JC      AT8T            
N422JK      RV6             
N422JM      SR22            
N422JP      C152            
N422K       FOX             
N422KA      PA18            
N422KB      C182            
N422KC      STOR            
N422KP      WAIX            
N422KW      FOX             
N422L       AVTR            
N422LB      P32R            
N422LD      SR22            
N422LE      RV7             
N422LM      SR22            
N422LN      ULAC            
N422LS      C172            
N422LT      SR22            
N422M       SR20            
N422MC      PA32            
N422MD      LEG2            
N422MM      BE36            
N422MT      C182            
N422N       LGEZ            
N422NL      FOX             
N422NP      M7              
N422P       PA32            
N422PC      SR22            
N422PJ      C421            
N422PK      RV10            
N422PL      SLG2            
N422PT      FDCT            
N422RD      AT3T            
N422RG      C172            
N422RJ      SR22            
N422RK      C206            
N422RM      P28A            
N422RT      C180            
N422RV      RV6             
N422RW      EAGL            
N422S       GLAS            
N422SA      SKAR            
N422SB      BE60            
N422SC      P28R            
N422SH      C182            
N422SM      P28A            
N422SN      SR22            
N422SP      C182            
N422SR      SR22            
N422SS      M20P            
N422SW      C210            
N422SX      S22T            
N422T       SSTL            
N422TB      SR22            
N422TC      BALL            
N422TJ      COL4            
N422TP      ZZZZ            
N422TT      C82R            
N422TW      AT6T            
N422TX      COLT            
N422U       P06T            
N422US      P28A            
N422V       BE33            
N422VH      COY2            
N422W       ZZZZ            
N422WA      S22T            
N422WB      PA31            
N422WC      ZZZZ            
N422WF      PA12            
N422WG      P28A            
N422WT      S22T            
N422Y       SREY            
N422ZA      GLID            
N423        AA5             
N423AB      DA40            
N423AC      PA31            
N423AF      PARA            
N423AT      AC11            
N423B       BE35            
N423BA      GLID            
N423BD      SR22            
N423BE      S22T            
N423BM      PA32            
N423BT      COY2            
N423BW      BT36            
N423BZ      GLAS            
N423C       S108            
N423CA      C172            
N423CB      SKRA            
N423CC      P28S            
N423CD      SR22            
N423CF      RV10            
N423CK      PA44            
N423CL      BE58            
N423CM      C206            
N423CN      PA11            
N423CP      SR22            
N423CW      PA44            
N423CZ      COZY            
N423DA      PARA            
N423DK      C82T            
N423DM      P28A            
N423DP      BALL            
N423DS      CH60            
N423DW      RV4             
N423E       C172            
N423EY      S10S            
N423FL      P28A            
N423FP      DA40            
N423GB      FOX             
N423HL      CH75            
N423J       GLAS            
N423JA      RV6             
N423JC      P28A            
N423JD      E300            
N423JK      BE36            
N423JS      RV10            
N423JT      P46T            
N423JW      PA32            
N423KC      EDGE            
N423L       SRAI            
N423LC      GLAS            
N423LF      ERCO            
N423LG      S22T            
N423LL      C182            
N423MD      BE35            
N423P       BE36            
N423PA      P28A            
N423PC      DV20            
N423PH      GLID            
N423PS      M20T            
N423PW      CC19            
N423Q       S32M            
N423R       P32R            
N423RB      C340            
N423RC      C206            
N423RG      LNCE            
N423RH      C337            
N423RJ      SREY            
N423RM      P28A            
N423RV      RV4             
N423S       PA34            
N423SC      C172            
N423SP      C172            
N423SR      SR22            
N423T       FBA2            
N423TA      C82S            
N423TC      BALL            
N423TM      C421            
N423US      TWEN            
N423W       ZZZZ            
N423WB      S22T            
N423WM      BALL            
N423WT      BE35            
N423Y       BE35            
N424        P337            
N424AC      CH7B            
N424AD      C207            
N424AF      C337            
N424AJ      CRER            
N424AK      J3              
N424AL      ULAC            
N424AM      DA42            
N424AT      SR22            
N424AX      SR22            
N424B       BE35            
N424BB      SR22            
N424BC      C172            
N424BD      SR22            
N424BF      CRUZ            
N424BG      G102            
N424BH      P32R            
N424BW      RV8             
N424BY      PA25            
N424C       S108            
N424CB      C182            
N424CD      SR20            
N424CH      COL3            
N424CK      SR22            
N424D       C82S            
N424DA      RV7             
N424DB      AS24            
N424DD      C182            
N424DH      LNC2            
N424DR      SONX            
N424DS      VELO            
N424E       C172            
N424EG      SR22            
N424EK      C82S            
N424FA      C206            
N424FL      P28A            
N424FP      DA40            
N424FS      AT6T            
N424G       S22T            
N424GC      RV10            
N424GE      ULAC            
N424HD      PZ4M            
N424HP      BOLT            
N424HR      ULAC            
N424J       PA46            
N424JA      C421            
N424JB      BE33            
N424JD      RV7             
N424JK      RV9             
N424JL      ULAC            
N424K       FLE7            
N424KC      M20P            
N424L       MC45            
N424LL      LEG2            
N424LP      LGEZ            
N424LS      C77R            
N424ME      C340            
N424MG      ULAC            
N424MJ      PA34            
N424MK      C152            
N424MM      ALIG            
N424MR      ZZZZ            
N424NC      WACF            
N424NS      ULAC            
N424NT      C182            
N424P       PA31            
N424PA      P28A            
N424PB      SR22            
N424PC      C340            
N424PE      C172            
N424PS      C182            
N424PT      COZY            
N424Q       BE58            
N424RC      C185            
N424RD      PA18            
N424RE      C172            
N424RK      AC56            
N424RM      P32R            
N424RN      RBEL            
N424RP      DA42            
N424RS      SR22            
N424RV      RV12            
N424RW      LGEZ            
N424S       AS24            
N424SA      CH7B            
N424SB      M20T            
N424SC      C177            
N424SE      MUS2            
N424SM      EVOT            
N424SP      GLAS            
N424SR      SR22            
N424ST      C182            
N424SV      M7              
N424SX      SONX            
N424T       BE35            
N424TA      PA34            
N424TC      BALL            
N424TD      PARA            
N424TF      P28A            
N424TP      P32R            
N424TR      C182            
N424TX      COLT            
N424V       HIGH            
N424VA      PARA            
N424W       C172            
N424WD      FDCT            
N424WH      C82S            
N424WM      C172            
N424WS      ULAC            
N424WT      PA34            
N424X       SR22            
N424XC      PA34            
N424XY      PARA            
N424Y       PA11            
N424Z       CH70            
N425        G2T1            
N425A       LNC2            
N425AA      P28A            
N425AH      PA12            
N425AJ      P28A            
N425AK      HUSK            
N425AV      SR20            
N425AZ      CRUZ            
N425BB      BL17            
N425BC      PA18            
N425BF      AT5T            
N425BG      G109            
N425BV      SR22            
N425BZ      RV10            
N425C       S108            
N425CA      AEST            
N425CB      P28A            
N425CD      SR22            
N425CE      BRAV            
N425CG      SR22            
N425CH      PA32            
N425CP      C172            
N425CR      C172            
N425DB      C172            
N425DG      RV7             
N425DL      C72R            
N425DP      P28R            
N425ED      ULAC            
N425EJ      C182            
N425ES      S22T            
N425FL      P28A            
N425FP      DA40            
N425GB      RV8             
N425H       PA46            
N425HA      P32R            
N425HC      AVID            
N425HS      CC11            
N425J       BE95            
N425JA      SR22            
N425JD      ZZZZ            
N425JV      P28R            
N425K       P28U            
N425KA      C182            
N425KB      T210            
N425KG      RV14            
N425KP      C182            
N425KT      LGEZ            
N425KW      RV9             
N425LB      BALL            
N425LM      SVNH            
N425LS      G164            
N425MB      C182            
N425MG      BE35            
N425MH      SR22            
N425MJ      ZZZZ            
N425MK      C152            
N425MS      SR22            
N425MT      SR22            
N425NM      EDGE            
N425P       BE36            
N425PA      P28A            
N425PK      C182            
N425PM      S12S            
N425PR      C182            
N425Q       BPAT            
N425QC      RV6             
N425R       RV4             
N425RB      C182            
N425RG      C340            
N425RT      TB21            
N425RV      RV7             
N425SC      PARA            
N425SJ      SR20            
N425SK      SLG2            
N425SM      RV12            
N425SQ      PA23            
N425SS      ZZZZ            
N425SW      S22T            
N425T       BE33            
N425TA      C182            
N425UM      BALL            
N425UW      SREY            
N425WM      S22T            
N425WS      XAIR            
N425YJ      JAB4            
N426        HUSK            
N426AB      ZZZZ            
N426AC      S22T            
N426AG      SRAI            
N426AH      SR20            
N426AM      ACED            
N426AS      C206            
N426B       BE35            
N426BA      GLID            
N426BB      CRER            
N426BG      SR22            
N426BH      BALL            
N426BL      SR22            
N426CC      PA11            
N426CD      SR20            
N426CF      J3              
N426CP      C172            
N426CU      PTS1            
N426DC      MR35            
N426DD      BE58            
N426DJ      SR22            
N426DL      C72R            
N426E       SR20            
N426EP      C172            
N426ER      ECHO            
N426ES      C172            
N426F       ULAC            
N426GS      COL4            
N426GW      SR22            
N426H       RV8             
N426HC      ONEX            
N426HL      C172            
N426JB      CRER            
N426JC      ULAC            
N426JG      C172            
N426JM      RV6             
N426KF      RV7             
N426KX      BE35            
N426LA      AT8T            
N426LB      CH60            
N426LD      BALL            
N426LJ      C402            
N426LL      CH70            
N426LP      C172            
N426M       S22T            
N426MB      C185            
N426MC      C172            
N426MR      SR20            
N426NC      RV8             
N426PA      P28A            
N426PC      DV20            
N426PK      RV9             
N426PR      P32R            
N426PS      CRUZ            
N426PT      BE36            
N426PW      C182            
N426R       BE35            
N426RB      C172            
N426RC      RV4             
N426RE      GLID            
N426RF      PARA            
N426RM      P28A            
N426RV      RV6             
N426S       PA31            
N426SE      PA32            
N426SG      GLST            
N426SH      S22T            
N426SK      C172            
N426SL      ACR2            
N426SR      SR22            
N426TC      PA46            
N426TD      S22T            
N426TR      ZZZZ            
N426TW      BE36            
N426W       TVL4            
N426WD      ULAC            
N426WS      ULAC            
N426WU      M20P            
N426WV      SR22            
N426WW      M20T            
N426XA      C150            
N426YK      YK52            
N426YP      DA42            
N426Z       MIMU            
N427        B14A            
N427A       RV7             
N427AA      AT3T            
N427AB      PA46            
N427AC      CH7B            
N427AE      ZZZZ            
N427AM      C82S            
N427AP      C82S            
N427AR      S22T            
N427AS      P28A            
N427AT      SR22            
N427B       BE35            
N427BA      GLID            
N427BB      BE36            
N427BD      BT36            
N427BG      G103            
N427BP      C77R            
N427BY      RV7             
N427CA      C310            
N427CB      BALL            
N427CC      C421            
N427CE      S22T            
N427CP      C172            
N427CQ      DA40            
N427CR      C172            
N427CS      C182            
N427CT      FDCT            
N427CW      BE36            
N427DA      DV20            
N427DC      VENT            
N427DH      ULAC            
N427DK      RV9             
N427DP      P28A            
N427DR      RV7             
N427DS      SIRA            
N427DW      B58T            
N427E       ZZZZ            
N427EB      CH65            
N427EF      RV8             
N427EM      RV6             
N427EP      C172            
N427ET      FOX             
N427F       VELO            
N427GB      C182            
N427GK      RV4             
N427GR      ULAC            
N427GS      RV8             
N427H       T18             
N427HH      BE36            
N427HP      SR20            
N427J       GLID            
N427JB      LNP4            
N427JC      MA5             
N427JD      C182            
N427JG      C172            
N427JK      P32R            
N427JL      M7              
N427JM      C421            
N427JR      LNP4            
N427JV      CH60            
N427JW      C150            
N427K       GLAS            
N427KD      S22T            
N427KF      FOX             
N427KG      SR22            
N427KM      BE55            
N427KR      C172            
N427KS      RV6             
N427LC      SR20            
N427LJ      SR20            
N427LL      BE33            
N427LP      C140            
N427M       PA11            
N427MB      BEAR            
N427NS      AT8T            
N427PA      COL4            
N427PW      BE35            
N427R       CRUZ            
N427RD      PTS1            
N427RM      P28A            
N427RS      RV4             
N427RV      RV7             
N427RW      ZZZZ            
N427SB      RV7             
N427SC      PA18            
N427SD      RV6             
N427SF      M20P            
N427SR      SR22            
N427T       BE35            
N427TD      RV12            
N427TS      J3              
N427TX      COL3            
N427VA      VELO            
N427VK      C337            
N427W       TVL4            
N427WB      RV4             
N427WG      FOX             
N427WS      PA46            
N427WT      PTMS            
N427WY      C182            
N427Y       WAIX            
N427YE      S22T            
N428        TAYB            
N428A       P46T            
N428AC      CH7B            
N428AM      SR22            
N428AN      SR22            
N428AP      SR22            
N428AR      BALL            
N428BA      GLID            
N428BD      BE36            
N428BK      LESP            
N428BL      C182            
N428C       S108            
N428CA      CH7A            
N428CC      SR20            
N428CD      SR20            
N428CM      M20T            
N428CP      C172            
N428CT      P28B            
N428DA      BALL            
N428DD      PA14            
N428DK      RV8             
N428DL      C310            
N428DM      GLAS            
N428DS      DA40            
N428DW      C172            
N428E       HUSK            
N428EC      SR22            
N428ER      C172            
N428ES      S22T            
N428F       P28R            
N428FF      C172            
N428GW      ALIG            
N428HC      C152            
N428HJ      CC11            
N428HS      C182            
N428J       RV6             
N428JA      BE36            
N428JC      ZZZZ            
N428JJ      AT3T            
N428JP      DA40            
N428JS      T18             
N428JT      CC11            
N428KN      PARA            
N428KW      RV6             
N428LA      AT8T            
N428LB      C182            
N428M       P28A            
N428MB      SREY            
N428MT      C182            
N428ND      P28A            
N428PA      P28A            
N428PB      PA14            
N428PM      ULAC            
N428PT      PA11            
N428R       PTS1            
N428RA      P32T            
N428RB      M20P            
N428RC      CH60            
N428RG      C172            
N428RJ      PA34            
N428RV      RV10            
N428RW      BALL            
N428S       PA32            
N428SP      DA40            
N428SR      SR22            
N428ST      ULAC            
N428SX      RV4             
N428T       SR22            
N428TF      T211            
N428TL      BE35            
N428TM      SR22            
N428WA      EAGL            
N428WJ      F8L             
N428WL      ESCP            
N428wR      C172            
N428WS      S22T            
N428X       COL4            
N428ZG      ULAC            
N428ZZ      SR22            
N429        J3              
N429AC      CH7B            
N429AM      HUSK            
N429BA      C177            
N429BG      G103            
N429BJ      RV10            
N429BK      BALL            
N429BZ      PA11            
N429CD      SR22            
N429CP      C172            
N429D       CH70            
N429DL      C210            
N429DR      RV6             
N429DS      DA40            
N429EC      ULAC            
N429EG      P28A            
N429EP      C172            
N429ES      C172            
N429FF      C172            
N429FH      DG1T            
N429FS      BL17            
N429GL      BE55            
N429GM      C421            
N429HP      PA27            
N429JK      BE36            
N429JP      C182            
N429KE      RV6             
N429KR      S22T            
N429L       C172            
N429LD      BE36            
N429M       BE58            
N429MP      RV6             
N429MV      PA18            
N429P       BE36            
N429PC      C180            
N429PM      CASS            
N429PS      M20P            
N429PX      VELO            
N429PY      TRDO            
N429R       BE36            
N429RC      C414            
N429RH      RV6             
N429RJ      ULAC            
N429RS      GLST            
N429RV      RV7             
N429RW      S12S            
N429S       SR20            
N429SD      RV8             
N429SF      PA32            
N429SH      AS29            
N429SR      SR22            
N429SS      CRER            
N429ST      RV8             
N429T       VEZE            
N429TB      WAIX            
N429TC      BALL            
N429TL      PA34            
N429TP      DA42            
N429TW      RV4             
N429WH      CH70            
N429WR      GLST            
N429Y       ZZZZ            
N430AB      PA25            
N430AP      ALIG            
N430AV      P28R            
N430BA      GLID            
N430BB      GLID            
N430BC      LNP4            
N430BJ      S22T            
N430BS      AA5             
N430BZ      RV4             
N430CA      C172            
N430CB      BALL            
N430CL      GLID            
N430CP      C172            
N430DB      C82R            
N430DM      C206            
N430DP      M200            
N430DS      P28A            
N430EB      PARA            
N430EP      C172            
N430ER      C172            
N430F       HUSK            
N430FM      BE36            
N430FS      C172            
N430G       M20P            
N430GH      ALIG            
N430GL      BE58            
N430GS      VL3             
N430GW      PA46            
N430H       RV4             
N430JD      J3              
N430JH      MA5             
N430JP      DA40            
N430JW      EV97            
N430K       C182            
N430KC      PARA            
N430KP      RV3             
N430L       ACAM            
N430LB      BALL            
N430LP      SR22            
N430M       C182            
N430MB      C206            
N430MD      W5BC            
N430MH      RV12            
N430MK      SLG4            
N430MM      PA24            
N430MW      S22T            
N430ND      P28A            
N430PD      S22T            
N430PM      RV7             
N430PS      DA42            
N430R       GLAS            
N430RJ      DA62            
N430RK      RV8             
N430RM      P28A            
N430RP      C185            
N430RS      PA18            
N430RT      BE58            
N430RV      BE58            
N430SD      C172            
N430SL      P32R            
N430SR      BALL            
N430SU      SR20            
N430T       BE33            
N430TC      P28A            
N430TD      M20P            
N430TL      LGEZ            
N430TS      DA42            
N430U       C172            
N430VL      VL3             
N430WA      TRDO            
N430WB      RV7             
N430WG      DHC1            
N430WP      RV10            
N430WS      ULAC            
N430Y       G2T1            
N430YZ      PARA            
N430Z       P28A            
N430ZP      PARA            
N431        DH60            
N431A       C172            
N431AB      PA24            
N431AF      C182            
N431AK      SLG2            
N431AM      AP32            
N431AP      PARA            
N431B       BE35            
N431BA      GLID            
N431BL      SS2P            
N431BR      C310            
N431BT      M20T            
N431CD      SR22            
N431CE      C414            
N431CP      C172            
N431CR      C172            
N431D       C150            
N431DB      M20P            
N431DE      DA40            
N431DS      DA40            
N431E       RV7             
N431ES      ULAC            
N431ET      PA46            
N431F       P28A            
N431FB      P32R            
N431FP      C172            
N431FR      C172            
N431GX      M20P            
N431J       GLAS            
N431JB      PETR            
N431JP      DA40            
N431K       FLE2            
N431KP      SA30            
N431LA      CAMP            
N431LR      ULAC            
N431M       LNC2            
N431MA      BL8             
N431MJ      M20P            
N431ML      C182            
N431MT      LNP4            
N431NS      BEAR            
N431PA      P28R            
N431PC      COL4            
N431PD      S22T            
N431PH      COOT            
N431PP      SREY            
