currentid   ICAO_type
P2-SIT      KODI            
P2-TLF      P750            
P2-TNT      P750            
P2-WET      C208            
P2-702      P750            
P2-703      P750            
PH-ACA      BE9L            
PH-ACP      PC12            
PH-BBA      PC12            
PH-BLP      M600            
PH-BRA      PC12            
PH-BSU      C208            
PH-CCV      PC12            
PH-CYP      PC12            
PH-DIX      PC12            
PH-DRG      M600            
PH-FRA      TBM9            
PH-FSB      TBM8            
PH-FSD      C208            
PH-FTW      C208            
PH-JAS      C208            
PH-JBR      C208            
PH-JMP      C208            
PH-JRN      TBM9            
PH-KAR      BE9L            
PH-LBR      C208            
PH-MVM      PAY2            
PH-NGX      PC12            
PH-PAJ      M700            
PH-PNG      PC12            
PH-SCH      PC12            
PH-SKP      TBM9            
PH-SLE      BE20            
PH-SOE      PC12            
PH-SPT      C208            
PH-SVX      PAY2            
PH-SVY      PAY2            
PH-SWP      C208            
PH-VTK      PC12            
PH-WPB      PC12            
PH-ZBZ      BE9L            
PH-ZCZ      BE20            
PH-ZDZ      BE20            
PH-ZEZ      BE20            
PH-ZGZ      BE9L            
PH-ZHZ      BE20            
PH-ZIZ      BE9L            
PH-ZJZ      BE20            
PH-ZKZ      BE20            
PH-ZLZ      BE20            
PJ-AIR      BN2P            
PJ-CEB      AC90            
PJ-EUX      BE20            
PJ-EZR      BN2P            
PJ-NAF      AC95            
PJ-SAB      BN2P            
PJ-SBH      BN2P            
PJ-SEA      BN2P            
PJ-SKY      BN2P            
PJ-STM      BN2P            
PJ-SXM      BN2P            
PJ-TYD      BN2P            
PJ-WED      BN2P            
PK-         C208            
PK-         C208            
PK-BVA      C208            
PK-BVB      C208            
PK-BVC      PC6T            
PK-BVD      C208            
PK-BVE      C208            
PK-BVF      C208            
PK-BVG      C208            
PK-BVH      C208            
PK-BVI      C208            
PK-BVJ      C208            
PK-BVK      C208            
PK-BVL      C208            
PK-BVN      C208            
PK-BVO      C208            
PK-BVP      C208            
PK-BVQ      C208            
PK-BVR      C208            
PK-BVS      C208            
PK-BVT      PC6T            
PK-BVU      C208            
PK-BVV      P180            
PK-BVX      P180            
PK-BVZ      C208            
PK-CAC      BE20            
PK-CAK      BE20            
PK-CAN      BE20            
PK-CAO      BE20            
PK-CAP      B350            
PK-CAQ      B350            
PK-DLA      C208            
PK-DLH      C208            
PK-DLT      C208            
PK-DLY      C208            
PK-DPI      C208            
PK-DPP      C208            
PK-DPS      C208            
PK-DYR      PAY2            
PK-ELM      C208            
PK-GSA      C208            
PK-HVG      C208            
PK-ICT      C208            
PK-IKC      C208            
PK-IKD      C208            
PK-JBK      B350            
PK-JBP      B350            
PK-LTF      C208            
PK-LTG      C208            
PK-MAD      C208            
PK-MAE      C208            
PK-MAF      KODI            
PK-MAG      C208            
PK-MAX      KODI            
PK-MEB      KODI            
PK-MED      KODI            
PK-MEE      KODI            
PK-MEF      KODI            
PK-MJL      KODI            
PK-MPF      C208            
PK-MVK      KODI            
PK-NGA      C208            
PK-NGD      C208            
PK-NGT      C208            
PK-NGW      C208            
PK-NZK      KODI            
PK-PPW      C208            
PK-RCA      C208            
PK-RCB      C208            
PK-RCS      PC6T            
PK-RCY      PC6T            
PK-RKA      PC6T            
PK-RKB      C208            
PK-RKD      C208            
PK-RKE      PC6T            
PK-RVC      C208            
PK-RVE      C208            
PK-RVV      C208            
PK-SCI      P750            
PK-SCJ      P750            
PK-SDA      C208            
PK-SNC      PC6T            
PK-SND      PC6T            
PK-SNG      C208            
PK-SNH      C208            
PK-SNI      C208            
PK-SNJ      C208            
PK-SNK      C208            
PK-SNL      C208            
PK-SNM      C208            
PK-SNN      C208            
PK-SNO      C208            
PK-SNP      C208            
PK-SNR      C208            
PK-SNT      C208            
PK-SNU      P750            
PK-SNV      C208            
PK-SNW      C208            
PK-TCA      PC6T            
PK-TET      P750            
PK-TUM      B350            
PK-TVX      C208            
PK-TWX      B350            
PK-UCF      PC6T            
PK-UCG      PC12            
PK-UCI      PC6T            
PK-UCJ      PC6T            
PK-UCL      PC6T            
PK-UCM      C208            
PK-VIF      PC6T            
PK-VIG      C208            
PK-VIJ      PAY2            
PK-VIP      C208            
PK-VVA      C208            
PK-VVB      C208            
PK-VVD      C208            
PK-VVF      C208            
PK-VVH      C208            
PK-VVJ      C208            
PK-VVK      PC6T            
PK-VVM      C208            
PK-VVO      C208            
PK-VVP      PC6T            
PK-VVR      C208            
PK-VVS      C208            
PK-VVT      C208            
PK-VVU      PC6T            
PK-VVW      PC6T            
PK-VVZ      PC6T            
PK-WLG      C208            
PK-WMI      C208            
PK-WMN      BN2T            
PK-YAS      KODI            
PK-YNA      C208            
A-10021     BN2P            
U-6401      B350            
PP-ADU      BE9L            
PP-AFG      P46T            
PP-AFN      B350            
PP-AFP      C208            
PP-AGM      BE9L            
PP-AGO      B360            
PP-AGP      C208            
PP-AGQ      BE20            
PP-AGR      BE9L            
PP-AHM      BE20            
PP-AMC      BE9L            
PP-AMV      C208            
PP-AMX      C208            
PP-AMZ      C208            
PP-ASD      BE9L            
PP-ASF      BE9L            
PP-AZN      PAY2            
PP-BAF      BE9L            
PP-BBF      P46T            
PP-BBT      TBM7            
PP-BCA      BE9L            
PP-BCI      B260            
PP-BCW      PC12            
PP-BEE      BE20            
PP-BER      PC12            
PP-BFA      BE9L            
PP-BII      BE9L            
PP-BJJ      BE9L            
PP-BJR      B350            
PP-BLK      BE20            
PP-BRK      TBM8            
PP-BRM      BE20            
PP-BRV      PAY3            
PP-CBD      BE20            
PP-CFS      BE9L            
PP-CGS      B360            
PP-CHE      PAY2            
PP-CIM      PAY1            
PP-CJZ      BE9L            
PP-CMD      PC12            
PP-CMM      BE9T            
PP-CMV      PAY1            
PP-CNL      PAY1            
PP-CNP      BE9L            
PP-CRF      PAY1            
PP-CRJ      BE20            
PP-CSE      BE9T            
PP-DDD      BE9L            
PP-DLA      P180            
PP-DPC      PC12            
PP-ECC      TBM9            
PP-EHE      BE9L            
PP-EIC      E121            
PP-EJG      BE20            
PP-EJO      BE30            
PP-ELV      B260            
PP-EMN      E121            
PP-EMS      BE20            
PP-EOP      BE20            
PP-EPD      BE30            
PP-EPS      BE9L            
PP-EPT      C208            
PP-EPV      C208            
PP-ERG      BE20            
PP-ETR      BE9L            
PP-EUE      BE9L            
PP-EXP      C208            
PP-FHE      E121            
PP-FOY      BE10            
PP-FRG      BE9T            
PP-FRM      B260            
PP-FSH      P46T            
PP-FSL      C208            
PP-HPR      BE20            
PP-HTM      TBM9            
PP-IDC      TBM9            
PP-IFC      P46T            
PP-IHS      C208            
PP-IJG      PC12            
PP-IMH      BE9L            
PP-INF      P46T            
PP-ITY      C208            
PP-ITZ      C208            
PP-JAG      BE20            
PP-JAT      TBM8            
PP-JBJ      B350            
PP-JBL      BE9L            
PP-JBP      BE9L            
PP-JBR      BE9L            
PP-JBU      PAY1            
PP-JCA      BE9T            
PP-JCL      BE9L            
PP-JCR      BE20            
PP-JFB      BE9L            
PP-JFF      P46T            
PP-JFJ      BE9L            
PP-JGR      BE9L            
PP-JIB      C208            
PP-JJW      B260            
PP-JLM      BE20            
PP-JMN      BE9L            
PP-JPC      P46T            
PP-JSC      B350            
PP-JSN      BE9L            
PP-JVF      BE9L            
PP-JXX      TBM9            
PP-KGL      BE20            
PP-KIA      B350            
PP-LCB      BE20            
PP-LCQ      PAY2            
PP-LFM      BE9L            
PP-LGM      PAY1            
PP-LIN      BE9L            
PP-LKS      BE9L            
PP-LNL      BE9L            
PP-LOA      PAY1            
PP-LOB      AC90            
PP-LPS      M600            
PP-LRE      M600            
PP-LYG      C208            
PP-LZT      BE20            
PP-MDW      P46T            
PP-MEK      BE9L            
PP-MGD      P46T            
PP-MIN      C208            
PP-MMS      C208            
PP-MNF      C208            
PP-MPS      BE9L            
PP-MSB      C208            
PP-MVT      PC12            
PP-MZP      BE9L            
PP-NAT      BE20            
PP-NPT      PAY1            
PP-NTV      M600            
PP-NTX      BE20            
PP-OBS      P46T            
PP-OCE      PC12            
PP-OEA      BE20            
PP-OGT      C208            
PP-OKK      TBM9            
PP-OSL      C208            
PP-OSP      C208            
PP-OTZ      BE9L            
PP-PAF      TBM8            
PP-PAI      PC12            
PP-PEB      B260            
PP-PEP      BE9L            
PP-PES      P46T            
PP-PFR      P46T            
PP-PIB      BE9L            
PP-PIV      TBM8            
PP-PNS      P46T            
PP-POD      BE9L            
PP-POP      BE9L            
PP-PPC      BE20            
PP-RZN      BE20            
PP-SAI      P46T            
PP-SAS      B350            
PP-SBS      BE20            
PP-SCC      B350            
PP-SCD      AC90            
PP-SCF      BE9L            
PP-SCH      P46T            
PP-SCP      M600            
PP-SHC      BE9L            
PP-SHM      BE9L            
PP-SJM      BE20            
PP-SKT      C208            
PP-SKY      BE20            
PP-SLO      P46T            
PP-SOY      BE20            
PP-SSR      BE9L            
PP-SSZ      BE9L            
PP-STM      BE9L            
PP-SYN      PC12            
PP-UAG      P46T            
PP-UMU      BE9L            
PP-UNI      BE9L            
PP-URB      BE20            
PP-VCI      BE9L            
PP-VIC      C208            
PP-VIG      PAY2            
PP-VVB      C208            
PP-WAT      BE9L            
PP-WDF      TBM9            
PP-WLL      BE9L            
PR-AAC      C208            
PR-AAX      BE20            
PR-ABY      BE9L            
PR-ACT      BE20            
PR-ADS      C208            
PR-ADW      BE9L            
PR-AFN      C208            
PR-AGE      P46T            
PR-AGM      PC12            
PR-AGT      TBM7            
PR-AJO      PAY2            
PR-AJT      BE20            
PR-ARC      BE9L            
PR-ARI      PAY2            
PR-ARN      BE20            
PR-ARO      BE9L            
PR-ASX      BE20            
PR-ATA      C208            
PR-ATC      BE20            
PR-ATI      BE20            
PR-AVT      BE9L            
PR-BAK      BE20            
PR-BAT      C208            
PR-BAX      C208            
PR-BBM      C208            
PR-BBZ      PAY1            
PR-BDA      P46T            
PR-BHS      BE20            
PR-BHZ      P46T            
PR-BIO      BE9L            
PR-BIZ      PAY1            
PR-BKA      BE9L            
PR-BLP      BE20            
PR-BNE      P46T            
PR-BNM      P46T            
PR-BOC      P46T            
PR-BOM      BE9L            
PR-BRZ      BE9L            
PR-BSB      BE20            
PR-BSI      B350            
PR-BTS      BE9L            
PR-BUR      BE9L            
PR-BUS      C208            
PR-BVT      PAY1            
PR-BYZ      PAY1            
PR-BZE      PC12            
PR-BZS      PAY3            
PR-BZZ      PAY3            
PR-CAP      BE9T            
PR-CAR      BE9L            
PR-CBJ      PC12            
PR-CCB      B350            
PR-CCF      BE9L            
PR-CCN      BE9L            
PR-CEB      BE9L            
PR-CED      AC90            
PR-CEF      PAY3            
PR-CFJ      C208            
PR-CFL      P46T            
PR-CFR      PAY1            
PR-CFV      PAY1            
PR-CLD      BE9L            
PR-CLE      BE9L            
PR-CMB      BE9L            
PR-CMD      C208            
PR-CMF      BE9L            
PR-CMG      BE9L            
PR-CMI      BE9L            
PR-CMJ      P46T            
PR-CMM      BE9L            
PR-CNI      BE9L            
PR-COK      TBM8            
PR-CPF      C208            
PR-CRD      B350            
PR-CRE      B350            
PR-CRF      C208            
PR-CRV      BE20            
PR-CVB      BE9L            
PR-CVI      B350            
PR-DAH      B350            
PR-DAR      BE9L            
PR-DBR      AC95            
PR-DCK      BE9L            
PR-DCL      BE9L            
PR-DCT      B350            
PR-DDQ      PAY3            
PR-DES      AC90            
PR-DFE      BE20            
PR-DFL      BE9L            
PR-DGO      PAY2            
PR-DHD      BE9L            
PR-DHG      P46T            
PR-DIN      BE9L            
PR-DLA      BE9L            
PR-DMO      KODI            
PR-DNA      C208            
PR-DNP      BE9L            
PR-DOA      C208            
PR-DOR      PAY1            
PR-DPR      TBM8            
PR-DRA      BE9L            
PR-DRB      BE9L            
PR-DRY      AC95            
PR-DSE      P46T            
PR-DZE      BE9L            
PR-EAK      BE20            
PR-EAS      BE9L            
PR-EAZ      BE9L            
PR-EBG      BE9L            
PR-ECT      PC12            
PR-EDP      BE9L            
PR-EDW      BE20            
PR-EFH      P46T            
PR-EGG      P46T            
PR-ELV      BE20            
PR-EMF      BE9L            
PR-EML      P46T            
PR-EMV      B260            
PR-EPB      BE20            
PR-ERM      BE9L            
PR-ESP      BE20            
PR-EVA      BE9L            
PR-EVM      TBM9            
PR-FAZ      BE9L            
PR-FBI      MU2             
PR-FCD      C208            
PR-FCF      BE9L            
PR-FCY      C208            
PR-FGE      BE9L            
PR-FGO      BE20            
PR-FGQ      BE20            
PR-FHM      BE9L            
PR-FJV      P46T            
PR-FKY      BE9L            
PR-FLS      P46T            
PR-FNA      BE9L            
PR-FOA      PAY1            
PR-FPF      C208            
PR-FRB      BE20            
PR-FRE      TBM9            
PR-FRM      BE20            
PR-FSZ      BE9L            
PR-FTO      BE20            
PR-FUZ      PAY2            
PR-FVC      B260            
PR-FVP      BE20            
PR-FYC      C208            
PR-GAB      TBM8            
PR-GBB      P46T            
PR-GBI      BE20            
PR-GBS      BE9L            
PR-GCS      BE9T            
PR-GDA      TBM8            
PR-GDJ      P46T            
PR-GEB      B350            
PR-GEG      BE9L            
PR-GES      AC90            
PR-GJA      BE9L            
PR-GMR      P46T            
PR-GMU      BE9L            
PR-GMX      BE9L            
PR-GNI      C208            
PR-GPO      BE9L            
PR-GPX      PAY3            
PR-GPZ      C208            
PR-GRB      PC12            
PR-GRL      BE9L            
PR-GSH      BE9L            
PR-GSM      PC12            
PR-GSW      BE9L            
PR-GYL      BE9L            
PR-GZM      P46T            
PR-HID      TBM9            
PR-HRA      BE20            
PR-HRM      PAY1            
PR-HSG      BE9L            
PR-HTM      TBM8            
PR-HUF      PC12            
PR-IAL      C208            
PR-ICM      PAY1            
PR-IDC      P46T            
PR-IGA      BE9L            
PR-IOO      BE9L            
PR-IPI      BE9L            
PR-IPM      C208            
PR-IRB      BE9L            
PR-ISO      BE20            
PR-IZQ      BE9L            
PR-JAG      BE9L            
PR-JAT      C208            
PR-JAV      BE9L            
PR-JBV      BE9L            
PR-JBZ      BE9L            
PR-JCA      BE9L            
PR-JCC      B350            
PR-JCF      BE9L            
PR-JCZ      BE9L            
PR-JDB      B350            
PR-JFJ      BE9L            
PR-JFN      MU2             
PR-JFV      BE9L            
PR-JJL      C208            
PR-JJM      BE9L            
PR-JKF      BE9L            
PR-JLQ      P46T            
PR-JME      BE9L            
PR-JMO      BE9L            
PR-JOH      C208            
PR-JOS      C208            
PR-JPU      BE20            
PR-JSF      BE9L            
PR-JTN      BE20            
PR-JTW      C208            
PR-JUB      BE20            
PR-JUR      PC12            
PR-JVM      C208            
PR-KAB      BE9L            
PR-KAF      BE9T            
PR-KAT      BE9L            
PR-KBW      BE9L            
PR-KDK      KODI            
PR-KEB      BE20            
PR-KEM      BE20            
PR-KGN      BE9L            
PR-KOD      KODI            
PR-KSG      BE9L            
PR-KUK      PAY2            
PR-LAX      P46T            
PR-LAY      P46T            
PR-LBJ      BE20            
PR-LJT      P46T            
PR-LLL      BE9L            
PR-LMT      BE9L            
PR-LOP      TBM7            
PR-LPI      BE9L            
PR-LPM      BE20            
PR-LRM      P46T            
PR-LUE      MU2             
PR-LUS      P46T            
PR-LUT      BE9L            
PR-LYG      BE9L            
PR-MAU      C208            
PR-MCE      BE20            
PR-MCF      BE20            
PR-MDQ      PAY3            
PR-MED      BE20            
PR-MFN      C208            
PR-MGM      PC12            
PR-MGP      BE9L            
PR-MGZ      BE9L            
PR-MIN      BE20            
PR-MLF      TBM8            
PR-MLG      BE20            
PR-MLZ      BE9L            
PR-MNS      C208            
PR-MOG      BE20            
PR-MPD      AC90            
PR-MPJ      BE20            
PR-MPK      C208            
PR-MRD      P46T            
PR-MRF      B350            
PR-MRN      AC95            
PR-MSH      C208            
PR-MSM      AC90            
PR-MZP      BE9L            
PR-NAF      PC12            
PR-NAN      P46T            
PR-NBK      PAY1            
PR-NDO      BE9L            
PR-NFB      BE9L            
PR-NFN      BE9L            
PR-NGX      PC12            
PR-NJH      AC90            
PR-NTE      TBM7            
PR-NTV      P46T            
PR-NVS      BE30            
PR-NVT      PC12            
PR-ODA      BE9L            
PR-OIL      BE20            
PR-OIM      BE9L            
PR-OPB      BE20            
PR-ORB      AC90            
PR-OSC      P46T            
PR-OSI      PAY1            
PR-OSO      BE9L            
PR-OTE      BE9L            
PR-OTG      B350            
PR-OTK      PC12            
PR-OTV      BE20            
PR-OTZ      C208            
PR-PAZ      C208            
PR-PDG      BE9L            
PR-PEN      P46T            
PR-PFL      P46T            
PR-PGA      BE20            
PR-PGG      P46T            
PR-PGM      PAY2            
PR-PIL      PC12            
PR-PIO      BE9L            
PR-PJA      B350            
PR-PJC      BE9L            
PR-PLC      P46T            
PR-PLN      BE9L            
PR-PLT      PC12            
PR-PMJ      P46T            
PR-PML      C208            
PR-POR      P46T            
PR-PQL      KODI            
PR-PRX      B350            
PR-PSC      M600            
PR-RAE      C208            
PR-RAN      BE9L            
PR-RHT      BE20            
PR-RJO      C208            
PR-RMA      BE9L            
PR-RMB      C208            
PR-RME      MU2             
PR-RMI      C208            
PR-RMU      C208            
PR-RPN      BE9L            
PR-RRG      AC90            
PR-RRT      BE9L            
PR-RSF      PAY3            
PR-RTC      C208            
PR-RTE      C208            
PR-RTL      BE9L            
PR-RUZ      BE20            
PR-RVP      BE9L            
PR-RZA      P46T            
PR-RZT      BE9L            
PR-SAS      TBM8            
PR-SBJ      P46T            
PR-SBM      BE9L            
PR-SBR      C208            
PR-SDA      BE9L            
PR-SFG      P46T            
PR-SGB      BE9L            
PR-SIA      BE9L            
PR-SII      B350            
PR-SIN      C208            
PR-SJE      BE9L            
PR-SJL      BE9L            
PR-SJO      PAY1            
PR-SLD      C208            
PR-SLL      BE9T            
PR-SLN      C208            
PR-SLT      C208            
PR-SMB      P46T            
PR-SMI      BE9T            
PR-SMM      C208            
PR-SND      BE9L            
PR-SOF      BE9L            
PR-SPC      TBM8            
PR-SPX      BE9L            
PR-SRA      BE9L            
PR-SRT      BE9L            
PR-SSM      BE20            
PR-STD      MU2             
PR-STF      BE9L            
PR-STP      MU2             
PR-STV      MU2             
PR-TAH      PAY3            
PR-TBR      BE9L            
PR-TCA      BE9L            
PR-TCL      PAY2            
PR-TDX      BE20            
PR-TGG      BE9L            
PR-TGT      B350            
PR-TIN      BE9L            
PR-TLM      BE9L            
PR-TMB      BE9L            
PR-TMG      M600            
PR-TMM      BE20            
PR-TMT      C208            
PR-TMZ      BE9T            
PR-TNC      BE9L            
PR-TNZ      BE9L            
PR-TOG      B350            
PR-TRD      BE20            
PR-TRO      BE9L            
PR-TRV      TBM9            
PR-TRY      BE20            
PR-TST      BE9L            
PR-TVN      C208            
PR-UBL      BE9L            
PR-UDS      BE9L            
PR-UFL      PAY2            
PR-UJM      P46T            
PR-UNI      BE20            
PR-UNP      B350            
PR-URS      BE9L            
PR-VAL      C208            
PR-VCB      C208            
PR-VCE      C208            
PR-VDQ      BE20            
PR-VDX      C208            
PR-VIG      BE20            
PR-VIM      BE9L            
PR-VIP      BE20            
PR-VIS      AC90            
PR-VIT      BE9L            
PR-VLR      BE9L            
PR-VNZ      PC12            
PR-VOT      BE9L            
PR-VPL      BE9L            
PR-VSP      PC12            
PR-VST      P46T            
PR-VTF      P46T            
PR-VTP      BE20            
PR-VTR      C208            
PR-VXP      C208            
PR-VZE      PC12            
PR-WAQ      PAY1            
PR-WBS      C208            
PR-WCG      AC90            
PR-WFM      BE9L            
PR-WFS      P46T            
PR-WGV      C208            
PR-WIT      BE20            
PR-WMB      PAY2            
PR-WNF      BE9L            
PR-WOT      C208            
PR-WSD      BE9L            
PR-WZR      C208            
PR-XAA      B350            
PR-XEF      PAY2            
PR-XGT      BE9L            
PR-XIB      BE9L            
PR-XKY      BE9L            
PR-YJL      BE20            
PR-ZCL      BE9L            
PS-         BE20            
PS-         BE10            
PS-         BE9T            
PS-         BE30            
PS-         BE9L            
PS-         BE20            
PS-         B360            
PS-AAZ      BE20            
PS-ABK      C208            
PS-ABL      PAY3            
PS-AGD      P46T            
PS-AGM      P46T            
PS-AGP      BE9L            
PS-AGV      PAY2            
PS-AHA      BE9L            
PS-AHP      PAY1            
PS-AHW      P46T            
PS-AIR      BE20            
PS-AJD      C208            
PS-AJE      BE9L            
PS-AJM      BE20            
PS-AJN      BE20            
PS-AJR      BE9L            
PS-AKT      BE20            
PS-ALC      BE9L            
PS-ALG      B360            
PS-ALM      M600            
PS-ALR      BE9L            
PS-ALT      BE9L            
PS-ALV      PC12            
PS-AMF      BE20            
PS-AMG      BE9L            
PS-AML      C208            
PS-AMN      C208            
PS-AMP      PAY1            
PS-AMR      PC12            
PS-AMS      C208            
PS-AMY      C208            
PS-AMZ      C208            
PS-ANG      P46T            
PS-APA      BE20            
PS-APF      PC12            
PS-APR      M600            
PS-APX      BE20            
PS-AQE      BE20            
PS-ARC      PC12            
PS-ARF      PAY1            
PS-ARI      BE9L            
PS-ARV      P46T            
PS-ASD      C208            
PS-ASO      BE20            
PS-ASS      TBM9            
PS-AST      BE9L            
PS-ATF      BE9L            
PS-ATV      BE20            
PS-AUS      BE9L            
PS-AVT      BE20            
PS-BAA      P46T            
PS-BAC      B350            
PS-BAH      B360            
PS-BAN      B260            
PS-BAR      AC90            
PS-BBF      M600            
PS-BBG      TBM8            
PS-BBM      C208            
PS-BCK      BE9T            
PS-BCL      BE20            
PS-BFB      B360            
PS-BFP      BE20            
PS-BGZ      B260            
PS-BIG      C208            
PS-BIH      B360            
PS-BIO      BE9L            
PS-BIS      BE20            
PS-BJG      AC90            
PS-BLM      BE9L            
PS-BMA      C208            
PS-BOA      BE20            
PS-BPG      C208            
PS-BPM      PAY1            
PS-BRA      BE20            
PS-BRB      PAY2            
PS-BRE      BE20            
PS-BRM      M700            
PS-BRN      BE9L            
PS-BRR      BE9T            
PS-BRV      PAY2            
PS-BSA      M600            
PS-BSB      TBM9            
PS-BSS      C208            
PS-BSV      P46T            
PS-BSZ      PAY3            
PS-BTV      BE20            
PS-BTZ      P46T            
PS-BUR      BE20            
PS-BVA      PAY3            
PS-BVM      BE9L            
PS-BVP      BE20            
PS-CAA      BE9L            
PS-CAB      PAY1            
PS-CAC      P46T            
PS-CAM      P46T            
PS-CBD      C208            
PS-CBP      BE20            
PS-CCA      BE20            
PS-CCL      BE9L            
PS-CCN      P46T            
PS-CDD      P46T            
PS-CEC      BE9L            
PS-CEJ      BE9L            
PS-CEO      B260            
PS-CER      B260            
PS-CFA      B260            
PS-CFJ      PAY1            
PS-CFS      P46T            
PS-CHY      PAY2            
PS-CIO      PAY2            
PS-CJC      C208            
PS-CJF      BE9L            
PS-CJU      BE9T            
PS-CLV      TBM9            
PS-CMM      TBM9            
PS-CNA      C208            
PS-CNB      C208            
PS-CNC      C208            
PS-CND      C208            
PS-CNE      C208            
PS-CNF      C208            
PS-CNG      C208            
PS-CNH      C208            
PS-CNI      C208            
PS-COB      M600            
PS-COC      B260            
PS-COT      BE20            
PS-CRE      C208            
PS-CRP      P46T            
PS-CSR      P46T            
PS-CSW      C208            
PS-CTA      B260            
PS-CTB      C208            
PS-CTE      C208            
PS-CTF      C208            
PS-CTJ      BE9L            
PS-CTO      C208            
PS-CTP      C208            
PS-CTS      BE20            
PS-CTV      C208            
PS-CTW      C208            
PS-CTX      C208            
PS-CTY      C208            
PS-CTZ      C208            
PS-CUN      P46T            
PS-CVR      P46T            
PS-CYB      B350            
PS-DAS      P46T            
PS-DBN      BE9L            
PS-DDF      M600            
PS-DDN      BE9L            
PS-DDO      BE9L            
PS-DEF      M600            
PS-DFR      PAY2            
PS-DIG      BE9L            
PS-DIS      P46T            
PS-DJG      PC12            
PS-DLD      P46T            
PS-DLI      B350            
PS-DMO      KODI            
PS-DMR      KODI            
PS-DMS      PAY1            
PS-DNI      M600            
PS-DPC      PC12            
PS-DRA      B260            
PS-DRJ      PAY3            
PS-DSF      PAY2            
PS-DTM      PAY2            
PS-DUA      C208            
PS-DUB      C208            
PS-DUN      P46T            
PS-DZT      P46T            
PS-EAC      P46T            
PS-EAK      BE20            
PS-EAV      BE9T            
PS-EBR      P46T            
PS-ECD      B350            
PS-ECS      BE9T            
PS-EFC      B260            
PS-EGA      PAY2            
PS-EGH      BE9L            
PS-EJR      P46T            
PS-ELF      B260            
PS-ELM      BE9L            
PS-ELT      PAY3            
PS-EML      P46T            
PS-ERA      PAY2            
PS-ERS      C208            
PS-ESC      B350            
PS-ETF      M600            
PS-EUA      P46T            
PS-EVM      TBM9            
PS-FAF      C208            
PS-FAK      C208            
PS-FAM      PAY2            
PS-FAV      BE20            
PS-FAZ      BE9L            
PS-FBA      M600            
PS-FBR      C208            
PS-FBS      C208            
PS-FCP      BE9T            
PS-FCS      M700            
PS-FDI      B260            
PS-FDS      P46T            
PS-FEP      PC12            
PS-FFF      B350            
PS-FGC      BE9L            
PS-FGM      C208            
PS-FGN      BE20            
PS-FHM      C208            
PS-FHN      P46T            
PS-FHO      B260            
PS-FIN      M600            
PS-FJC      BE9L            
PS-FJS      B360            
PS-FKW      C208            
PS-FLT      BE20            
PS-FME      P46T            
PS-FMF      KODI            
PS-FMG      BE20            
PS-FMN      P46T            
PS-FMP      BE9L            
PS-FNA      C208            
PS-FPP      C208            
PS-FPW      B350            
PS-FRB      P68T            
PS-FRS      B260            
PS-FRY      M700            
PS-FSB      P46T            
PS-FUI      M600            
PS-FUN      C208            
PS-GAB      PAY3            
PS-GAP      C208            
PS-GAR      BE9L            
PS-GBJ      B260            
PS-GCP      P46T            
PS-GDC      PAY1            
PS-GDE      PAY1            
PS-GEM      P46T            
PS-GEN      PAY1            
PS-GEP      B260            
PS-GET      BE9L            
PS-GEV      TBM7            
PS-GFM      PC12            
PS-GFN      P46T            
PS-GFS      PAY1            
PS-GFT      P46T            
PS-GGN      PC12            
PS-GGO      BE9L            
PS-GGP      PAY1            
PS-GIB      BE20            
PS-GIF      B260            
PS-GIN      P46T            
PS-GIR      B360            
PS-GIS      C208            
PS-GLM      BE9L            
PS-GLN      BE9L            
PS-GLT      PAY1            
PS-GMI      PC12            
PS-GMR      P46T            
PS-GMT      BE9L            
PS-GNI      PC12            
PS-GOR      B260            
PS-GOT      TBM9            
PS-GOU      BE9L            
PS-GOV      PAY2            
PS-GOW      C208            
PS-GSA      PAY2            
PS-GSB      BE9L            
PS-GSC      BE9L            
PS-GSF      PC12            
PS-GSJ      PAY1            
PS-GSL      BE20            
PS-GSP      C208            
PS-GSR      PC12            
PS-GSS      BE9L            
PS-GSV      BE9L            
PS-GTI      P46T            
PS-GTO      B260            
PS-GTW      TBM9            
PS-GUA      TBM8            
PS-GUL      AC95            
PS-GUP      PAY1            
PS-GVA      BE9L            
PS-GXA      BE20            
PS-GYN      BE9T            
PS-HBF      M700            
PS-HCS      BE20            
PS-HDB      BE20            
PS-HDT      BE9L            
PS-HES      BE9L            
PS-HFH      PAY1            
PS-HMG      P46T            
PS-HML      P46T            
PS-HNG      C208            
PS-HOT      TBM8            
PS-HRC      B360            
PS-HRR      M600            
PS-HTA      BE9L            
PS-HTX      BE20            
PS-HYC      BE9L            
PS-HYY      BE9L            
PS-ICA      TBM9            
PS-ICB      TBM8            
PS-ICP      BE9L            
PS-IDC      BE20            
PS-IFT      TBM9            
PS-IJB      P46T            
PS-IJR      BE9L            
PS-IJS      P46T            
PS-IMD      PAY1            
PS-IME      B360            
PS-IMF      BE20            
PS-INC      B260            
PS-INF      C208            
PS-INH      C208            
PS-INM      C208            
PS-INT      PAY1            
PS-IRB      C208            
PS-ISD      BE9T            
PS-ISI      TBM9            
PS-ISO      BE20            
PS-ISR      P46T            
PS-ITO      M600            
PS-ITU      B360            
PS-JBD      PAY1            
PS-JBM      BE9L            
PS-JBN      BE9L            
PS-JBS      B350            
PS-JCC      B360            
PS-JCP      PAY1            
PS-JCR      BE9L            
PS-JCY      BE20            
PS-JDL      C208            
